user_id,block,cond,team,requested_avatar,age,gender,education,college_major,occupation,team_lead,country_reside,country_reside_years,country_longest,fluent_english,languages_primary,languages_2,languages_3,languages_4,languages_5,languages_6,languages_7,enjoy_logic_probs,enjoy_num_probs,expertise_math,expertise_quant_model,expertise_stats,expertise_prob,expertise_bayes_net,expertise_programming,expertise_exp_design,expertise_risk_analysis,expertise_forecasting,expertise_dec_theory,expertise_game_theory,expertise_sats,expertise_arg_map,expertise_inf_logic,expertise_sys_think,expertise_image_analysis,expertise_link_analysis,expertise_graphic_design,expertise_tech_writing,matrix_1,matrix_2,matrix_3,matrix_4,matrix_5,matrix_6,matrix_7,matrix_8,matrix_9,matrix_10,matrix_11,matrix_12,matrix_13,matrix_14,matrix_15,matrix_16,matrix_17,matrix_18,matrix_19,matrix_20,score_matrix,prob_reas_1,prob_reas_2,prob_reas_3,prob_reas_4,prob_reas_5,prob_reas_6,prob_reas_7,prob_reas_8,prob_reas_9,prob_reas_10,prob_reas_11,prob_reas_12,prob_reas_13,prob_reas_14,prob_reas_15,prob_reas_16,score_prob_reas,numberseries_1,numberseries_2,numberseries_3,numberseries_4,numberseries_5,numberseries_6,numberseries_7,numberseries_8,numberseries_9,numberseries_10,numberseries_11,numberseries_12,numberseries_13,score_numberseries,letterseries_1,letterseries_2,letterseries_3,letterseries_4,letterseries_5,letterseries_6,letterseries_7,letterseries_8,letterseries_9,letterseries_10,letterseries_11,letterseries_12,letterseries_13,score_letterseries,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,score_crt,numeracy_1,numeracy_2,numeracy_3,numeracy_4,score_numeracy,aomt_1,aomt_2,aomt_3,aomt_4,aomt_4_rev,aomt_5,aomt_5_rev,aomt_6,aomt_6_rev,aomt_7,aomt_7_rev,aomt_8,aomt_9,aomt_9_rev,aomt_10,aomt_11,score_aomt,nfcog_1,nfcog_2,nfcog_3,nfcog_3_rev,nfcog_4,nfcog_4_rev,nfcog_5,nfcog_5_rev,nfcog_6,nfcog_7,nfcog_7_rev,nfcog_8_rev,nfcog_8,nfcog_9,nfcog_9_rev,nfcog_10,nfcog_11,nfcog_12,nfcog_12_rev,nfcog_13,nfcog_14,nfcog_15,nfcog_16,nfcog_16_rev,nfcog_17,nfcog_17_rev,nfcog_18,score_nfcog,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_1_rev,bfi_3_rev,bfi_4_rev,bfi_5_rev,bfi_7_rev,score_bfi_openness,score_bfi_conscientiousness,score_bfi_extraversion,score_bfi_agreeableness,score_bfi_neuroticism,toa_1,toa_2,toa_2_rev,toa_3,toa_4,toa_4_rev,toa_5,toa_6,toa_6_rev,toa_7,toa_8,toa_8_rev,toa_9,toa_10,toa_10_rev,toa_11,toa_12,toa_12_rev,toa_13,toa_14,toa_14_rev,toa_15,toa_16,toa_16_rev,score_toa_novelty,score_toa_complexity,score_toa_insolubility,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,svo_7,svo_8,svo_9,svo_10,svo_11,svo_12,svo_13,svo_14,svo_15,svo_1_self,svo_2_self,svo_3_self,svo_4_self,svo_5_self,svo_6_self,svo_7_self,svo_8_self,svo_9_self,svo_10_self,svo_11_self,svo_12_self,svo_13_self,svo_14_self,svo_15_self,svo_1_other,svo_2_other,svo_3_other,svo_4_other,svo_5_other,svo_6_other,svo_7_other,svo_8_other,svo_9_other,svo_10_other,svo_11_other,svo_12_other,svo_13_other,svo_14_other,svo_15_other,svo_angle,svo_category,rme_1,rme_2,rme_3,rme_4,rme_5,rme_6,rme_7,rme_8,rme_9,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,score_rme
2050,1,swarm,Iguanas,jasonbourne,55-64,m,2,Math,a programmer,1,Canada,19,USA,0,French,Spanish,Spanish,German,German,French,French,1,1,3,4,5,5,3,3,4,3,2,6,5,4,6,4,4,6,5,3,3,6,2,6,3,4,3,4,5,5,4,1,3,8,2,4,5,2,2,3,6,7,3,1,1,1,1,3,3,3,1,2,3,3,3,2,2,2,14,A,C,D,D,O,C,B,D,B,B,C,B,C,3,Z,D,B,Q,Q,A,O,O,Q,O,O,Q,C,13,5,5,47,no,5,2,2,6,14,65,70,1,5,4,6,2,6,6,2,4,4,2,6,4,5,3,4,6,4.545454545,3,7,4,4,5,3,4,4,7,3,5,6,2,4,4,6,3,7,1,7,3,6,2,6,5,3,4,4.555555556,2,5,3,2,2,4,6,6,7,5,6,5,6,6,2,5.5,5.5,5,3.5,6.5,5,4,4,4,5,3,4,4,4,5,7,1,6,3,5,1,6,2,2,3,5,4,3,5,3.25,4,3.666666667,89,44,95,52,88,99,23,91,89,29,68,95,76,63,59,48,92,23,73,0,81,87,77,76,31,17,34,57,59,55,3,33,37,28,82,33,97,54,25,58,89,33,63,58,64,42,prosicial,1,4,4,1,2,1,1,2,2,1,3,1,2,2,3,4,2,2,2,4,2,3,1,2,2,2,3,4,4,1,3,3,2,3,2,4,15
2068,1,swarm,Iguanas,thepinkpanther,25-34,f,6,computer science,scientist,1,Mexico,4,Canada,1,Spanish,German,French,English,French,French,English,0,0,6,4,5,4,5,5,5,1,1,2,4,3,4,5,2,4,5,6,2,1,8,4,6,8,7,5,1,2,6,7,8,5,5,4,2,5,3,5,5,0,1,1,2,1,2,3,2,3,3,2,2,2,2,3,1,1,3,C,A,C,D,C,B,A,D,D,A,D,D,B,3,Z,Q,D,Q,B,B,Q,B,B,C,D,Z,D,12,5,5,47,no,5,1,3,66,27,20,64,0,7,7,2,6,2,2,6,4,4,3,5,2,4,4,2,3,4,1,7,4,4,1,7,2,6,4,7,1,3,5,7,1,1,1,2,6,1,6,4,5,3,7,1,5,3.444444444,1,7,2,4,7,7,3,6,5,3,7,6,4,1,5,2,6,7,6,4.5,6,3,5,1,4,4,1,6,2,1,2,6,6,7,1,2,1,7,4,2,6,7,7,1,4.25,3.222222222,4.666666667,9,32,97,68,33,9,22,39,78,91,76,2,65,92,31,33,74,92,83,59,67,75,83,16,40,51,99,30,69,10,68,32,39,6,7,36,71,60,84,92,49,57,61,25,10,16,individualist,4,1,2,3,4,3,4,2,2,2,3,3,2,3,1,2,3,4,3,3,1,4,3,3,3,3,4,3,3,3,2,3,2,3,3,1,1
2085,1,swarm,Iguanas,nyjets,45-54,m,5,English literature,Teacher,0,Italy,20,Italy,0,French,Spanish,Spanish,French,Spanish,Spanish,English,0,0,3,5,5,2,2,4,4,5,6,4,6,3,3,4,4,6,5,3,5,4,4,2,3,8,4,4,4,2,2,2,5,7,7,3,6,3,2,7,1,10,1,3,1,2,2,2,1,2,1,2,2,1,2,2,1,1,12,C,D,D,B,B,O,C,A,A,D,O,C,C,9,B,Q,D,D,B,Z,A,B,C,Z,C,O,A,0,5,5,47,no,5,2,4,40,17,18,4,1,2,1,4,1,7,4,4,7,1,6,2,2,2,6,2,7,3.454545455,1,2,3,5,4,4,4,4,3,6,2,4,4,3,5,4,4,6,2,4,4,2,6,2,3,5,4,3.388888889,4,5,5,2,6,6,4,6,1,6,4,3,6,2,4,4,4.5,5,4.5,3.5,4,4,4,2,4,4,5,2,6,1,2,6,2,6,2,2,4,4,4,3,5,3,1,7,3,4.333333333,3.333333333,39,76,79,50,51,67,24,2,66,61,26,60,78,46,18,26,41,84,70,37,22,53,54,88,56,69,71,2,62,65,39,93,71,80,94,3,81,50,24,68,35,20,30,2,56,96,altruist,3,3,4,2,3,1,1,2,3,2,3,4,3,3,3,2,2,1,3,4,3,3,3,2,2,3,1,4,3,1,1,3,3,4,4,1,28
2095,1,swarm,Iguanas,thepinkpanther,25-34,m,7,Math,retired,0,USA,12,USA,0,French,German,English,German,Spanish,German,English,1,0,2,4,3,3,4,3,5,3,2,6,3,2,1,2,2,2,6,5,2,2,1,7,7,8,3,4,2,2,5,2,3,6,1,6,1,6,7,1,7,13,3,1,1,2,2,1,2,2,2,1,2,3,2,2,3,3,4,D,B,D,B,D,O,O,C,B,C,O,D,B,3,Z,A,D,D,C,Q,Q,Q,Z,D,C,O,D,1,5,5,47,yes,5,3,1,17,32,55,73,1,3,3,3,6,2,6,2,3,5,3,5,6,4,4,3,6,3.818181818,5,1,3,5,4,4,6,2,4,4,4,7,1,3,5,3,3,5,3,3,6,2,2,6,6,2,6,3.944444444,1,5,4,5,6,6,3,1,4,6,7,4,3,2,5,4,2.5,6.5,5,3.5,2,7,1,1,6,2,3,7,1,2,2,6,3,5,3,2,7,1,6,7,1,7,4,4,3,3.222222222,1.333333333,96,3,71,58,21,29,77,27,21,56,75,21,1,94,65,64,92,37,84,39,67,23,47,52,25,35,98,20,96,90,20,65,58,76,61,63,47,3,100,69,84,84,19,92,85,73,individualist,4,3,4,1,1,2,2,2,4,2,3,4,3,2,2,4,3,4,2,2,2,3,3,2,3,1,2,2,2,4,1,2,3,3,2,3,35
2109,1,swarm,Iguanas,nyjets,35-44,f,4,psychology,scientist,0,Mexico,13,Mexico,0,Spanish,French,German,Spanish,Spanish,French,French,1,1,5,3,4,4,1,2,2,2,3,2,6,5,2,5,1,4,3,4,3,3,2,4,6,4,4,2,6,6,4,8,6,4,4,4,2,6,4,4,3,19,1,2,2,3,2,3,3,1,2,2,1,2,2,2,2,3,14,D,O,B,C,B,A,C,A,A,B,C,O,D,0,D,A,C,D,Q,O,B,A,C,B,Z,O,O,10,5,5,47,yes,5,2,6,25,29,16,8,3,7,3,2,4,4,6,2,2,6,5,3,5,5,3,3,6,4,6,5,6,2,4,4,5,3,6,7,1,1,7,3,5,6,2,4,4,5,4,7,5,3,1,7,4,4.166666667,6,4,5,4,5,6,4,3,4,7,2,3,4,3,4,5,3,4,4,4,4,3,5,5,4,4,4,3,5,1,3,5,3,3,5,5,2,6,3,7,1,7,7,1,4,3.666666667,5,87,97,60,6,80,39,78,15,22,88,14,58,86,66,86,95,44,29,87,78,92,99,69,50,76,45,93,51,76,28,73,94,67,18,22,93,43,80,11,87,46,83,24,29,82,4,altruist,3,1,1,2,3,1,4,3,1,3,1,4,1,4,4,1,2,3,1,3,2,2,3,2,1,3,3,3,2,3,4,4,1,1,4,2,27
2121,1,swarm,Iguanas,expertreasoner,45-54,f,1,English literature,retired,1,Mexico,20,Italy,0,Spanish,French,German,Spanish,English,French,German,1,0,3,3,3,3,3,1,3,2,4,6,6,2,1,5,4,2,3,2,2,4,3,1,4,7,5,4,7,7,1,4,7,4,4,7,3,3,7,6,7,7,3,2,2,2,3,3,2,3,3,3,3,2,3,1,1,2,1,C,O,C,B,A,B,D,O,B,C,C,C,C,4,D,B,C,Q,C,O,D,B,C,C,D,Z,Q,11,5,100,24,yes,5,3,0,54,37,18,82,2,1,5,3,4,4,4,4,5,3,4,4,5,7,1,2,6,3.454545455,5,2,3,5,5,3,6,2,4,6,2,3,5,6,2,3,2,6,2,2,2,4,5,3,6,2,4,2.888888889,5,7,6,7,6,7,5,3,5,5,3,2,1,2,3,3.5,2.5,5,5,3,4,6,2,4,2,6,5,3,5,3,5,3,2,5,3,2,2,6,4,2,6,6,5,3,2.5,4.444444444,4.666666667,43,9,39,26,3,44,1,20,33,81,51,72,16,66,50,93,17,38,24,49,9,78,56,95,70,16,78,45,76,34,19,28,42,4,40,91,98,54,36,24,99,15,63,53,80,1,prosicial,4,1,1,3,2,1,1,2,3,3,2,3,1,1,4,2,4,2,2,4,3,1,3,3,2,3,3,3,2,3,2,4,3,1,3,4,28
2148,1,swarm,Iguanas,expertreasoner,35-44,f,5,psychology,scientist,1,Canada,16,Italy,0,German,Spanish,German,German,Spanish,Spanish,Spanish,0,0,3,4,3,4,1,6,3,5,6,5,5,4,5,3,2,4,4,4,2,8,3,6,4,3,8,3,7,3,4,1,7,5,6,6,5,1,6,7,7,16,1,2,3,3,3,2,3,2,1,3,2,3,3,2,2,2,12,D,B,D,C,D,B,B,A,O,C,D,D,A,0,C,C,Q,C,B,A,B,D,C,B,O,O,B,8,5,5,47,yes,3,3,1,2,12,39,30,3,4,3,1,4,4,5,3,3,5,6,2,6,1,7,5,1,3.727272727,2,6,2,6,2,6,3,5,1,5,3,4,4,3,5,2,6,6,2,4,4,3,6,2,3,5,4,3.888888889,4,4,4,4,5,4,5,4,5,7,4,4,4,3,3,5,4,4,3.5,4.5,5,6,2,4,1,7,2,6,2,6,3,5,6,6,2,3,7,1,2,4,4,1,4,4,3.25,3.666666667,3.333333333,19,22,76,24,50,52,39,95,14,86,50,16,22,41,75,22,67,47,9,73,25,53,57,70,19,66,31,75,71,29,7,64,37,15,55,10,2,25,90,59,5,77,46,16,45,17,individualist,3,1,4,4,2,1,3,4,3,3,2,3,3,3,2,2,3,4,1,2,3,3,2,3,2,4,1,2,2,1,1,3,1,3,2,1,29
2157,1,swarm,Jackals,jasonbourne,65+,m,1,Math,scientist,1,USA,2,Italy,0,French,Spanish,French,Spanish,German,French,Spanish,1,0,5,6,4,3,5,1,5,3,3,2,4,4,2,2,4,3,6,3,6,2,2,4,1,4,4,6,2,5,8,6,2,2,6,5,7,5,4,3,6,4,1,2,2,3,1,2,2,2,2,2,3,1,3,2,2,2,3,D,O,B,C,O,B,O,C,D,O,D,D,B,12,Z,D,Q,Q,Q,Q,Q,A,A,A,B,B,O,11,5,5,47,no,5,2,4,63,46,13,18,1,2,3,5,5,3,6,2,6,2,5,3,3,7,1,6,3,3,6,3,3,5,6,2,5,3,2,3,5,7,1,5,3,4,1,2,6,7,5,7,6,2,2,6,2,4.222222222,4,4,6,3,5,1,3,2,4,7,4,2,5,3,5,5,2,2.5,4.5,4.5,5,3,5,4,6,2,6,5,3,3,7,1,2,5,3,2,4,4,7,5,3,6,3,5,4,3.555555556,4.333333333,95,76,65,50,62,65,17,84,7,99,19,73,49,31,75,90,46,75,99,37,39,49,82,57,60,49,18,47,23,13,50,56,99,8,51,91,76,85,71,30,30,1,30,90,22,86,individualist,3,3,2,3,2,4,3,1,3,2,4,2,2,4,1,3,2,3,3,2,3,4,3,3,4,2,2,2,2,3,4,2,1,2,1,4,28
2162,1,swarm,Jackals,nyjets,18-24,f,4,Math,retired,0,Italy,20,Italy,1,Spanish,Spanish,French,Spanish,English,French,Spanish,0,0,1,6,3,5,2,3,6,5,1,6,5,2,3,5,1,5,1,2,3,5,5,6,7,2,4,7,5,3,7,8,8,1,3,5,5,5,2,2,5,5,1,2,2,3,1,1,1,1,2,2,1,2,2,2,1,1,5,B,B,C,D,C,D,C,C,B,D,A,B,D,8,B,B,Q,Q,B,B,O,C,Q,B,C,A,O,7,5,5,47,no,3,2,3,50,23,57,85,2,6,3,7,7,1,2,6,6,2,4,4,2,3,5,4,3,3.909090909,2,6,4,4,6,2,2,6,5,3,5,4,4,5,3,2,6,2,6,7,2,3,1,7,5,3,3,4.222222222,3,3,3,3,5,3,4,7,2,5,5,5,5,3,4,4,6,4,3.5,3.5,6,3,5,6,5,3,4,3,5,4,7,1,6,1,7,6,3,5,2,5,3,3,2,6,4.75,4,5.666666667,40,66,75,11,7,14,44,11,8,36,42,14,97,61,84,90,11,37,59,37,40,30,25,39,85,62,82,81,15,98,23,60,56,25,16,26,45,68,92,38,71,54,40,72,32,62,individualist,3,2,2,4,3,3,3,3,3,3,1,3,3,3,4,4,3,2,4,3,1,1,3,3,4,2,2,2,1,1,3,3,1,1,1,2,17
2209,1,swarm,Jackals,myname,18-24,f,6,Math,Teacher,1,Mexico,9,Canada,0,French,English,English,German,French,French,German,0,1,2,4,5,5,5,2,5,6,2,3,5,2,3,2,2,4,5,5,2,2,2,5,7,4,8,1,4,3,3,4,1,7,4,5,1,1,1,7,4,14,2,2,3,1,1,2,2,2,2,2,2,1,2,3,2,3,9,D,B,O,O,C,C,B,B,B,O,D,D,B,0,D,B,A,Z,Q,Q,D,C,C,Q,B,Q,D,9,5,5,24,no,5,2,1,82,24,69,58,2,2,1,2,7,1,3,5,1,7,4,4,3,7,1,3,3,2.909090909,7,6,3,5,3,5,6,2,7,7,1,2,6,6,2,4,3,2,6,6,5,2,5,3,3,5,1,4,1,5,3,2,6,5,1,4,5,4,7,5,6,2,7,3,4.5,6,6,5.5,6,4,4,6,5,3,2,3,5,5,6,2,3,1,7,6,2,6,5,4,4,4,2,6,4.5,4.222222222,6,29,60,31,58,90,59,33,59,80,86,11,82,8,53,44,78,8,96,59,52,5,39,76,41,35,45,91,4,87,2,99,22,15,87,37,76,22,1,99,41,36,66,34,64,79,90,competitive,1,2,4,4,2,3,2,3,2,1,3,1,4,2,3,2,3,1,1,4,3,1,4,3,4,2,3,4,1,1,3,2,3,2,3,2,31
2213,1,swarm,Jackals,nyjets,25-34,m,4,psychology,a programmer,0,Italy,22,Italy,1,French,Spanish,Spanish,Spanish,Spanish,French,French,0,1,3,2,4,5,5,4,2,5,2,5,1,3,4,5,5,2,1,4,4,5,2,2,5,8,7,3,4,3,6,2,5,6,5,3,7,4,2,4,8,5,2,1,2,2,2,2,1,2,3,2,2,3,3,2,2,1,5,C,B,B,B,C,A,C,D,C,D,B,D,C,3,B,C,B,D,D,C,Z,C,C,B,Q,Q,A,7,5,5,24,yes,5,1,1,34,30,18,25,3,3,6,5,4,4,3,5,2,6,4,4,2,3,5,2,6,4.363636364,2,5,4,4,6,2,1,7,5,7,1,1,7,2,6,7,4,7,1,4,6,2,5,3,5,3,2,3.611111111,2,2,3,4,5,6,3,3,2,2,6,5,4,3,5,2.5,4,6,3.5,3,6,7,1,2,2,6,5,7,1,5,3,5,5,7,1,3,3,5,2,3,5,1,2,6,2.75,3.888888889,4.333333333,69,46,47,57,2,92,86,69,8,38,82,32,92,85,97,27,31,8,72,78,52,89,21,76,37,83,62,50,59,65,28,40,35,64,13,43,21,24,100,79,99,93,30,58,52,50,prosicial,2,2,2,2,2,4,2,3,3,2,2,3,4,2,2,2,3,4,3,2,2,2,3,3,3,2,3,3,4,3,1,1,2,2,2,2,8
2224,1,swarm,Jackals,thepinkpanther,45-54,m,2,computer science,a programmer,1,Mexico,20,Italy,0,French,German,French,French,French,Spanish,German,0,1,3,5,4,2,4,6,2,5,5,5,4,4,6,4,5,3,6,6,2,3,4,3,3,3,2,2,2,5,5,7,4,6,1,5,7,3,5,1,6,19,2,3,1,1,2,2,1,3,1,1,1,2,1,1,2,1,12,D,D,A,C,D,B,B,B,B,D,D,D,D,7,Q,C,O,Z,Z,Q,B,O,Q,Q,C,D,Z,12,5,5,47,no,5,1,4,91,19,54,76,1,3,5,4,4,4,1,7,4,4,7,1,1,3,5,7,5,4.181818182,6,1,3,5,2,6,5,3,6,4,4,1,7,2,6,4,4,4,4,6,5,6,5,3,2,6,7,4.611111111,4,5,4,2,6,1,3,3,5,3,4,4,6,2,5,2.5,3.5,2.5,5,5.5,5,6,2,3,2,6,4,7,1,3,3,5,3,6,2,6,4,4,1,2,6,5,3,5,3,4.111111111,4,92,94,48,21,18,61,33,58,5,8,71,36,76,72,73,81,62,98,95,57,59,49,98,32,12,34,34,44,95,90,63,57,94,55,62,37,79,77,80,97,39,27,46,21,31,7,individualist,2,4,2,3,4,3,3,2,4,3,1,2,1,3,4,2,3,4,3,1,1,2,2,3,2,2,3,4,3,3,1,2,2,3,3,2,6
2254,1,swarm,Jackals,nyjets,55-64,f,3,English literature,retired,1,Italy,8,Canada,0,French,French,Spanish,Spanish,Spanish,French,English,1,0,3,1,3,2,4,4,5,2,3,4,4,2,5,6,2,5,1,3,5,3,7,1,5,2,7,3,4,2,3,7,7,8,1,7,7,3,5,3,7,6,2,3,1,2,2,1,1,2,2,2,2,2,1,2,2,2,8,B,B,B,B,B,C,B,B,D,B,D,D,D,9,C,C,C,A,O,B,A,O,B,O,Q,B,Q,5,5,100,47,no,5,2,4,95,38,23,59,4,3,2,3,4,4,2,6,6,2,2,6,3,4,4,3,5,3.727272727,3,3,3,5,3,5,2,6,2,1,7,2,6,2,6,4,2,2,6,3,3,4,4,4,6,2,6,4.055555556,3,5,2,2,3,2,7,7,5,2,5,6,6,5,1,3.5,6.5,3.5,3,5.5,5,3,5,3,4,4,1,3,5,6,6,2,2,6,2,5,4,4,4,7,1,3,7,1,4,2.777777778,4,50,4,24,98,90,73,40,59,43,18,4,77,70,14,2,16,8,56,58,96,80,26,32,17,77,19,22,77,42,8,40,51,49,94,96,23,19,26,66,42,37,31,40,76,26,25,altruist,3,4,1,3,1,3,2,4,3,1,1,4,2,2,3,1,4,3,2,4,2,1,3,2,3,1,2,2,3,4,2,4,3,4,3,2,11
2274,1,swarm,Jackals,nyjets,55-64,f,6,psychology,Teacher,1,USA,12,Canada,1,French,Spanish,English,German,German,German,French,0,0,3,4,5,5,3,4,5,5,5,5,5,5,2,5,4,6,2,6,6,5,8,5,4,7,6,1,3,4,3,7,4,6,7,7,6,6,3,6,8,6,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,9,A,B,D,D,C,D,B,D,C,D,A,B,A,2,C,Q,C,D,D,C,Q,D,Q,B,B,D,B,5,5,5,47,no,5,2,5,69,36,43,20,3,3,4,6,4,4,6,2,6,2,3,5,5,1,7,4,7,4.454545455,6,6,7,1,7,1,5,3,2,2,6,4,4,1,7,6,7,4,4,3,3,4,3,5,4,4,5,4.277777778,3,3,3,5,3,1,5,4,4,5,5,5,3,5,3,5,4.5,3,3,3.5,5,5,3,5,3,5,6,3,5,4,6,2,3,5,3,5,2,6,3,3,5,7,4,4,3.5,4.555555556,5.333333333,91,0,15,37,77,8,11,70,99,0,67,82,88,6,31,80,42,14,70,99,51,34,80,87,22,3,1,46,54,56,89,40,21,87,44,13,67,2,87,30,98,52,46,6,47,93,altruist,2,3,4,4,3,2,1,2,4,3,1,4,2,2,3,4,3,2,3,3,1,3,1,2,4,4,1,2,3,2,3,4,2,4,3,2,10
2282,1,swarm,Jackals,expertreasoner,25-34,m,2,computer science,a programmer,0,Italy,18,Canada,1,French,English,German,Spanish,French,French,Spanish,1,1,4,3,1,3,2,2,3,3,5,4,2,4,3,5,2,3,1,5,6,8,7,5,7,3,6,2,5,3,2,7,7,1,5,1,3,1,8,8,3,0,1,3,2,2,2,3,3,2,3,1,2,3,3,2,2,3,7,C,C,O,C,A,A,O,D,B,B,D,B,O,1,A,B,Q,C,O,C,D,O,O,D,Z,C,C,6,10,5,47,yes,5,2,6,64,39,55,77,0,4,1,3,3,5,3,5,6,2,3,5,4,3,5,5,7,4.181818182,1,4,4,4,7,1,7,1,7,6,2,5,3,4,4,6,2,2,6,2,1,3,7,1,4,4,6,3.333333333,2,6,6,7,3,4,5,2,2,5,6,2,1,5,3,5,2,5,4.5,1.5,6,5,3,3,4,4,5,1,7,6,2,6,3,3,5,6,3,5,6,5,3,6,5,3,4.5,5,4.666666667,28,53,72,17,57,39,28,55,91,97,70,82,64,85,27,28,98,42,43,49,57,24,4,9,31,76,12,61,69,58,91,2,1,45,6,63,33,36,90,51,27,85,88,56,89,43,individualist,2,3,3,4,4,3,2,1,4,2,3,1,3,4,1,4,4,2,4,2,3,1,2,3,2,2,3,1,1,3,2,4,2,4,3,4,7
2285,1,swarm,Jackals,thepinkpanther,55-64,f,6,English literature,a programmer,1,Italy,16,USA,0,French,Spanish,English,German,French,German,German,1,0,5,5,3,3,3,2,5,3,5,5,4,3,4,2,3,5,3,2,2,7,6,6,7,6,4,1,6,8,4,1,5,7,8,1,7,7,3,5,7,13,3,2,2,2,3,1,3,3,2,2,2,3,2,2,2,2,6,D,B,B,C,C,O,C,C,A,C,D,B,B,8,Z,D,D,Q,B,B,O,A,C,Z,Z,Q,B,2,5,5,47,no,5,2,3,74,14,19,68,3,3,4,1,5,3,3,5,2,6,3,5,7,6,2,4,2,3.818181818,1,3,4,4,6,2,4,4,1,3,5,1,7,2,6,7,1,1,7,4,6,6,1,7,6,2,1,3.777777778,3,5,6,2,7,5,6,4,1,3,5,2,6,1,2,2,3,5,3.5,3.5,1,6,2,2,7,1,4,2,6,6,3,5,2,7,1,1,5,3,5,2,6,3,2,6,2.5,4.222222222,2,73,76,73,46,97,78,31,37,47,34,43,4,40,91,68,26,72,17,78,3,38,80,73,30,5,6,73,15,25,25,94,70,44,12,49,62,34,10,22,20,67,13,53,57,89,98,prosicial,1,2,3,1,4,2,3,1,2,2,1,4,3,3,2,1,2,3,4,4,3,2,3,2,1,3,2,1,2,1,1,3,3,1,1,2,14
2286,1,swarm,Jackals,myname,65+,f,1,computer science,a programmer,0,Canada,21,Italy,0,English,Spanish,English,French,English,French,French,1,1,2,2,4,4,5,2,5,2,4,4,3,4,4,2,3,5,3,2,2,1,7,7,6,4,6,5,1,5,5,5,1,3,7,6,7,3,8,5,6,6,3,2,2,2,1,1,2,1,2,2,3,3,2,3,2,1,9,D,B,B,D,B,C,D,O,O,C,O,D,O,1,Q,C,Z,O,B,B,C,C,C,C,O,Q,O,10,5,5,47,yes,5,1,1,37,26,8,16,2,4,3,7,3,5,5,3,5,3,7,1,6,5,3,5,1,3.727272727,2,5,2,6,7,1,2,6,5,4,4,1,7,6,2,6,3,4,4,1,6,2,3,5,4,4,4,3.722222222,4,2,2,6,5,2,7,6,6,4,4,6,2,3,1,3.5,6,3,1.5,4,7,6,2,1,6,2,5,2,6,2,2,6,6,1,7,3,6,2,7,2,6,4,4,4,4.5,4.666666667,3.333333333,21,81,44,97,48,87,80,87,30,48,98,41,4,95,77,80,32,98,86,1,98,78,83,48,51,41,77,91,30,59,19,97,63,97,33,42,35,53,98,67,79,60,61,84,23,45,individualist,1,3,1,2,4,2,3,3,2,2,3,4,1,2,3,2,2,3,2,1,1,4,3,4,3,3,3,3,1,4,2,1,2,4,3,1,27
2296,1,swarm,Kangaroos,thepinkpanther,25-34,f,2,computer science,scientist,0,USA,16,Mexico,0,French,Spanish,Spanish,French,Spanish,German,Spanish,1,0,2,3,5,3,1,4,2,2,4,5,5,4,5,3,3,1,4,6,3,6,2,7,8,3,7,2,2,5,1,4,6,6,4,7,7,3,4,5,2,13,2,2,3,1,1,2,2,2,2,3,1,1,2,1,2,2,13,D,C,D,B,C,D,B,C,B,D,C,D,D,4,A,C,O,D,D,D,B,C,D,Z,C,Z,C,6,5,5,47,yes,5,1,6,16,45,41,14,3,3,3,1,3,5,5,3,7,1,4,4,5,4,4,3,5,3.363636364,7,3,2,6,3,5,2,6,2,5,3,1,7,6,2,7,4,5,3,5,5,7,5,3,6,2,3,4.111111111,3,6,7,5,6,5,1,6,3,2,5,1,3,2,7,2,3.5,5,6.5,3,1,3,5,3,5,3,3,3,5,3,4,4,4,1,7,5,3,5,2,4,4,3,6,2,4,3.777777778,3,19,99,29,69,5,49,0,71,20,73,50,100,65,47,31,27,29,26,7,59,31,0,7,48,93,7,53,24,1,44,62,98,57,80,21,56,37,69,73,39,58,93,49,31,83,35,individualist,3,2,2,3,4,3,4,1,2,1,2,1,2,3,2,3,3,3,2,3,4,4,2,1,3,1,2,3,1,1,4,4,1,1,3,3,11
